TGL_LAHIR,JENIS_KELAMIN,TANGGAL_DAFTAR,KECAMATAN,PENDIDIKAN,JURUSAN,TAHUN_LULUS,Keterampilan,UPAH_DIINGINKAN,JABATAN_DIINGINKAN,WILAYAH_DIINGINKAN,WILAYAH_DIINGINKAN_DETAIL,UMUR_SAAT_DAFTAR,original_index,JABATAN_DIINGINKAN_Normalized,wilayah_diinginkan_detail_normalized
1998-01-16,P,2022-01-12,CIBEUREUM,S1,TEKNIK INFORMATIKA ,2020.0,,Rp 2.500.001 - Rp 5.000.000,IT,DI DALAM NEGERI,TASIKMALAYA,23,448,it/software,tasikmalaya
1999-08-02,P,2022-01-12,CIHIDEUNG,S1,ILMU ADMINISTRASI NEGARA,2021.0,MS OFFICE,Rp 1.000.001 - Rp 2.500.000,AKUNTANSI,DI DALAM NEGERI,JAWA BARAT,22,449,keuangan/akuntansi/perbankan,jawa barat
2000-08-20,L,2022-01-12,KAWALU,SMA / LAINNYA,TEKNIK KENDARAAN RINGAN,2019.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,OPERATOR,DI DALAM NEGERI,KARAWANG,21,450,produksi/operasional,karawang
1995-07-04,L,2022-01-12,KAWALU,S1,TEKNIK INFORMATIKA,2017.0,FUTSAL SEPAK BOLA PHOTOGRAPHY,Rp 2.500.001 - Rp 5.000.000,TENAGA IT,DI DALAM NEGERI,TASIKMALAYA,26,451,it/software,tasikmalaya
1996-10-08,L,2022-01-13,CIHIDEUNG,SMA / LAINNYA,IPS,2015.0,PUBLIK SPEAKIN,Rp 2.500.001 - Rp 5.000.000,KARYAWAN ,DI DALAM NEGERI,SUBANG,25,452,pekerja umum,subang
2000-05-19,P,2022-01-13,BUNGURSARI,D.III,D3 KEBIDANAN,2021.0,,Rp 1.000.001 - Rp 2.500.000,BIDAN,DI DALAM NEGERI,TASIKMALAYA,21,453,tenaga kesehatan (umum),tasikmalaya
1998-02-04,L,2022-01-13,MANGKUBUMI,S1,TEKNIK INFORMATIKA,2021.0,KOMPUTER,Rp 2.500.001 - Rp 5.000.000,PROGRAMER,DI DALAM NEGERI,TASIKMALAYA,23,454,it/software,tasikmalaya
1999-07-30,L,2022-01-13,CIPEDES,S1,TEKNIK INFORMATIKA,2021.0,MICROSOFT OFFICE PEMROGRAMAN BAHASA SQL PEMROGRAMAN WEB ADOBE PHOTOSHOPDESIGN,Rp 2.500.001 - Rp 5.000.000,TENAGA AHLI IT,DI DALAM NEGERI,TASIKMALAYA,22,455,it/software,tasikmalaya
2002-01-26,L,2022-01-13,MANGKUBUMI,S1,TEKNIK INFORMATIKA,2018.0,RENANG,0 - Rp 1.000.000,STAFF,DI DALAM NEGERI,TASIKMALAYA,19,456,staff,tasikmalaya
1996-07-11,L,2022-01-13,MANGKUBUMI,S1,TEKNIK INFORMATIKA,2018.0,MS.EXCELWORDHTMLTROUBLESHOOTING HARDWARE DAN SOFTWARE,Rp 1.000.001 - Rp 2.500.000,IT SUPPORTADMIN,DI DALAM NEGERI,BEKASI,25,457,administrasi/staf umum,bekasi
2002-04-26,L,2022-01-14,BUNGURSARI,SMK,TEKNIK KENDARAAN RINGAN,2020.0,ADVENTURE,Rp 2.500.001 - Rp 5.000.000,PEGAWAI,DI DALAM NEGERI,TASIKMALAYA,19,458,pekerja umum,tasikmalaya
1999-05-23,P,2022-01-13,CIBEUREUM,S1,ILMU GIZI,2021.0,,Rp 2.500.001 - Rp 5.000.000,AHLI GIZI,DI DALAM NEGERI,JAWA BARAT,22,459,tenaga kesehatan (umum),jawa barat
1999-10-23,L,2022-01-13,BUNGURSARI,S1,TEKNIK SIPIL,2021.0,DESIGN,Rp 5.000.001 - Rp 10.000.000,STAFF TEKNIK SIPIL,DI DALAM NEGERI,TASIKMALAYA,22,460,teknisi/maintenance,tasikmalaya
2001-05-31,P,2022-01-17,MANGKUBUMI,SMK,PEMESINAN,2019.0,,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,CIKARANG,20,461,pekerja umum,cikarang
2003-02-25,P,2022-01-13,INDIHIANG,SMK,ADMINISTRASI PERKANTORAN,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,SESUAI YANG DI TENTUKAN PERUSAHAAN,DI DALAM NEGERI,DI DALAM DAN DILUAR KOTA,18,462,lain-lain,lokasi tidak spesifik
1993-04-27,L,2022-01-13,CIHIDEUNG,D.III,REKAM MEDIS DAN INFORMASI KESEHATAN,2014.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,KEPALA REKAM MEDIS,DI DALAM NEGERI,KOTA TASIKMALAYA,28,463,manajemen/direksi,lokasi tidak spesifik
2002-09-01,P,2022-01-13,KAWALU,SMK,DESAIN KOMUNIKASI VISUAL,2021.0,BASKETNASYID,0 - Rp 1.000.000,OPERATOR,DI DALAM NEGERI,BOGOR,19,464,produksi/operasional,bogor
1998-03-15,P,2022-01-13,BUNGURSARI,SMA / LAINNYA,ILMU PENGETAHUAN SOSIAL,2016.0,PUBLIK SPEAKING,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,CIKARANG,23,465,produksi/operasional,cikarang
2000-03-15,L,2022-01-13,BUNGURSARI,SMK,TEKNIK OTOMOTIF,2018.0,.,Rp 2.500.001 - Rp 5.000.000,DLL,DI DALAM NEGERI,TASIKMALAYA,21,466,lain-lain,tasikmalaya
1998-07-31,L,2022-01-13,BUNGURSARI,SMK,TEKNIK KENDARAAN RINGAN,2017.0,OLAHRAGA BULU TANGKIS,Rp 5.000.001 - Rp 10.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,JAWA BARAT,23,467,produksi/operasional,jawa barat
1996-03-20,L,2022-01-13,TAWANG,S1,TEKNIK MESIN,2021.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,INSTRUKTUR,DI DALAM NEGERI,JAWA BARAT,25,468,pendidikan,jawa barat
1998-08-17,P,2022-01-17,INDIHIANG,S1,TEKNIK SIPIL,2021.0,PUBLIC SPEAKING,Rp 2.500.001 - Rp 5.000.000,TENAGA AHLI,DI DALAM NEGERI,JAWA BARAT,23,469,it/software,jawa barat
1998-11-08,L,2022-01-14,TAMANSARI,SMK,TEKNIK KENDARAAN RINGAN,2017.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,JAWA BARAT,23,470,produksi/operasional,jawa barat
2002-10-10,P,2022-01-14,BUNGURSARI,SMA / LAINNYA,IPS,2021.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,TASIKMALAYA,19,471,,tasikmalaya
2000-06-20,P,2022-01-14,PURBARATU,SMK,REKAYASA PERANGKAT LUNAK,2018.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,JAWABARAT,21,472,produksi/operasional,jawa
1996-09-24,P,2022-01-14,TAWANG,S1,AKUNTANSI,2019.0,GRAPHIC DESIGN COREL DRAW PHOTOSHOP CANVA MICROSOFT OFFICE WORD POWERPOINT EXCEL MYOB VIDEO EDITING ADOBE PREMIER PRO AVS KINEMASTER MUSIC GUITAR KEYBOARD UKULELE SPORT CHESS FUTSAL ESPORT,Rp 2.500.001 - Rp 5.000.000,ACCOUNTING ADMINISTRATION GRAPHIC DESIGNER CONTEN CREATOR CASHIER STAFF,DI DALAM NEGERI,TASIKMALAYA BANDUNG CIMAHI PURWAKARTA BANJAR CIAMIS,25,473,keuangan/akuntansi/perbankan,bandung
1996-09-24,P,2022-01-14,TAWANG,S1,AKUNTANSI,2019.0,GRAPHIC DESIGN COREL DRAW PHOTOSHOP CANVA MICROSOFT OFFICE WORD POWERPOINT EXCEL MYOB VIDEO EDITING ADOBE PREMIER PRO AVS KINEMASTER MUSIC GUITAR KEYBOARD UKULELE SPORT CHESS FUTSAL ESPORT,Rp 2.500.001 - Rp 5.000.000,ACCOUNTING ADMINISTRATION GRAPHIC DESIGNER CONTEN CREATOR CASHIER STAFF,DI DALAM NEGERI,TASIKMALAYA BANDUNG CIMAHI PURWAKARTA BANJAR CIAMIS,25,473,keuangan/akuntansi/perbankan,banjar
1996-09-24,P,2022-01-14,TAWANG,S1,AKUNTANSI,2019.0,GRAPHIC DESIGN COREL DRAW PHOTOSHOP CANVA MICROSOFT OFFICE WORD POWERPOINT EXCEL MYOB VIDEO EDITING ADOBE PREMIER PRO AVS KINEMASTER MUSIC GUITAR KEYBOARD UKULELE SPORT CHESS FUTSAL ESPORT,Rp 2.500.001 - Rp 5.000.000,ACCOUNTING ADMINISTRATION GRAPHIC DESIGNER CONTEN CREATOR CASHIER STAFF,DI DALAM NEGERI,TASIKMALAYA BANDUNG CIMAHI PURWAKARTA BANJAR CIAMIS,25,473,keuangan/akuntansi/perbankan,ciamis
1996-09-24,P,2022-01-14,TAWANG,S1,AKUNTANSI,2019.0,GRAPHIC DESIGN COREL DRAW PHOTOSHOP CANVA MICROSOFT OFFICE WORD POWERPOINT EXCEL MYOB VIDEO EDITING ADOBE PREMIER PRO AVS KINEMASTER MUSIC GUITAR KEYBOARD UKULELE SPORT CHESS FUTSAL ESPORT,Rp 2.500.001 - Rp 5.000.000,ACCOUNTING ADMINISTRATION GRAPHIC DESIGNER CONTEN CREATOR CASHIER STAFF,DI DALAM NEGERI,TASIKMALAYA BANDUNG CIMAHI PURWAKARTA BANJAR CIAMIS,25,473,keuangan/akuntansi/perbankan,cimahi
1996-09-24,P,2022-01-14,TAWANG,S1,AKUNTANSI,2019.0,GRAPHIC DESIGN COREL DRAW PHOTOSHOP CANVA MICROSOFT OFFICE WORD POWERPOINT EXCEL MYOB VIDEO EDITING ADOBE PREMIER PRO AVS KINEMASTER MUSIC GUITAR KEYBOARD UKULELE SPORT CHESS FUTSAL ESPORT,Rp 2.500.001 - Rp 5.000.000,ACCOUNTING ADMINISTRATION GRAPHIC DESIGNER CONTEN CREATOR CASHIER STAFF,DI DALAM NEGERI,TASIKMALAYA BANDUNG CIMAHI PURWAKARTA BANJAR CIAMIS,25,473,keuangan/akuntansi/perbankan,purwakarta
1996-09-24,P,2022-01-14,TAWANG,S1,AKUNTANSI,2019.0,GRAPHIC DESIGN COREL DRAW PHOTOSHOP CANVA MICROSOFT OFFICE WORD POWERPOINT EXCEL MYOB VIDEO EDITING ADOBE PREMIER PRO AVS KINEMASTER MUSIC GUITAR KEYBOARD UKULELE SPORT CHESS FUTSAL ESPORT,Rp 2.500.001 - Rp 5.000.000,ACCOUNTING ADMINISTRATION GRAPHIC DESIGNER CONTEN CREATOR CASHIER STAFF,DI DALAM NEGERI,TASIKMALAYA BANDUNG CIMAHI PURWAKARTA BANJAR CIAMIS,25,473,keuangan/akuntansi/perbankan,tasikmalaya
2002-11-13,L,2022-01-14,KAWALU,SMK,MEKATRONIKA,2021.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,OPERATOR,DI DALAM NEGERI,CIKARANG ,19,474,produksi/operasional,cikarang
2000-09-26,L,2022-01-14,CIPEDES,SMK,TEKNIK KOMPUTER DAN JARINGAN,2019.0,INFORMATIKA,Rp 2.500.001 - Rp 5.000.000,PROGRAMMER,DI DALAM NEGERI,TASIKMALAYA,21,475,it/software,tasikmalaya
2001-12-11,P,2022-01-14,CIPEDES,SMA / LAINNYA,IPS,2020.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,TASIKMALAYA,20,476,,tasikmalaya
2000-05-11,P,2022-01-14,CIHIDEUNG,SMK,TEKNIK KOMPUTER DAN INFORMATIKA,2019.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,TASIKMALAYA,21,477,,tasikmalaya
1998-05-30,L,2022-01-17,MANGKUBUMI,D.III,PERBANKAN DAN KEUANGAN,2020.0,MS OFFICE WORD POWER POINT EXCEL DASAR AKUNTANSI,0 - Rp 1.000.000,STAFF,DI DALAM NEGERI,BEKASI TASIKMALAYA KARAWANG BANDUNG,23,478,staff,bandung
1998-05-30,L,2022-01-17,MANGKUBUMI,D.III,PERBANKAN DAN KEUANGAN,2020.0,MS OFFICE WORD POWER POINT EXCEL DASAR AKUNTANSI,0 - Rp 1.000.000,STAFF,DI DALAM NEGERI,BEKASI TASIKMALAYA KARAWANG BANDUNG,23,478,staff,bekasi
1998-05-30,L,2022-01-17,MANGKUBUMI,D.III,PERBANKAN DAN KEUANGAN,2020.0,MS OFFICE WORD POWER POINT EXCEL DASAR AKUNTANSI,0 - Rp 1.000.000,STAFF,DI DALAM NEGERI,BEKASI TASIKMALAYA KARAWANG BANDUNG,23,478,staff,karawang
1998-05-30,L,2022-01-17,MANGKUBUMI,D.III,PERBANKAN DAN KEUANGAN,2020.0,MS OFFICE WORD POWER POINT EXCEL DASAR AKUNTANSI,0 - Rp 1.000.000,STAFF,DI DALAM NEGERI,BEKASI TASIKMALAYA KARAWANG BANDUNG,23,478,staff,tasikmalaya
1999-11-26,L,2022-01-14,PURBARATU,SMK,TEKNIK KOMPUTER DAN JARINGAN,2018.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,JAWA BARAT,22,479,produksi/operasional,jawa barat
1997-02-23,P,2022-01-14,TAWANG,S1,INFORMATIKA,2021.0,,Rp 2.500.001 - Rp 5.000.000,TGL,DI DALAM NEGERI,TASIKMALAYA,24,480,lain-lain,tasikmalaya
2002-08-27,P,2022-01-14,CIBEUREUM,SMK,TEKNIK KOMPUTER DAN JARINGAN,2021.0,MENGOPERASIKAN KOMPUTER,Rp 1.000.001 - Rp 2.500.000,TEAM MEMBER,DI DALAM NEGERI,JAWA BARAT,19,481,pekerja umum,jawa barat
1998-09-03,P,2022-01-14,CIBEUREUM,S1,AKUNTANSI ,2021.0,BEKERJA SAMA,Rp 2.500.001 - Rp 5.000.000,AKUNTAN,DI DALAM NEGERI,JAWA BARAT,23,482,keuangan/akuntansi/perbankan,jawa barat
1999-08-18,P,2022-01-14,BUNGURSARI,S1,ADMINISTRASI PUBLIK,2021.0,ILMU SOSIAL DAN POLITIK,Rp 2.500.001 - Rp 5.000.000,ADMINISTRASI,DI DALAM NEGERI,TASIKMALAYA DAN SEKITARNYA,22,483,administrasi/staf umum,tasikmalaya
1997-06-16,L,2022-01-14,INDIHIANG,S1,TEKNIK INFORMATIKA,2021.0,PROGRAMMING,Rp 2.500.001 - Rp 5.000.000,BIDANG IT,DI DALAM NEGERI,TASIKMALAYA BANDUNG,24,484,tenaga kesehatan (umum),bandung
1997-06-16,L,2022-01-14,INDIHIANG,S1,TEKNIK INFORMATIKA,2021.0,PROGRAMMING,Rp 2.500.001 - Rp 5.000.000,BIDANG IT,DI DALAM NEGERI,TASIKMALAYA BANDUNG,24,484,tenaga kesehatan (umum),tasikmalaya
1999-08-03,P,2022-01-17,KAWALU,S1,MATEMATIKA,2021.0,PUBLIK SPEAKING MICROSOFT OFFICE SPSS R STUDIO MINITAB PENGOLAHAN DATA  ANALISIS STATISTIK,Rp 2.500.001 - Rp 5.000.000,TENAGA AHLI STATISTIK DATA ANALIS PENGEMBANGAN PRODUK ADMIN,DI DALAM NEGERI,TASIKMALAYA JABODETABEK,22,485,administrasi/staf umum,tasikmalaya
1998-10-18,L,2022-01-17,TAWANG,S1,TEKNIK INFORMATIKA,2021.0,WEB PROGRAMMING MS. OFFICE COMMUNICATIONS,Rp 2.500.001 - Rp 5.000.000,PROGRAMMER,DI DALAM NEGERI,TASIKMALAYA,23,486,it/software,tasikmalaya
1998-05-08,L,2022-01-17,CIHIDEUNG,S1,TEKNIK INFORMATIKA ,2021.0,PROGRAMMING ANALISIS DATABASE MUSIK TEORI,Rp 2.500.001 - Rp 5.000.000,GURU TEKNISI OPERATOR OWNER,DI DALAM NEGERI,TASIKMALAYA  JAWA BARAT,23,487,produksi/operasional,jawa barat
1998-05-08,L,2022-01-17,CIHIDEUNG,S1,TEKNIK INFORMATIKA ,2021.0,PROGRAMMING ANALISIS DATABASE MUSIK TEORI,Rp 2.500.001 - Rp 5.000.000,GURU TEKNISI OPERATOR OWNER,DI DALAM NEGERI,TASIKMALAYA  JAWA BARAT,23,487,produksi/operasional,tasikmalaya
1998-05-30,L,2022-01-17,CIHIDEUNG,S1,INFORMATIKA,2020.0,MS.WORD EXCEL RAPIDMINER LIGHTROOM ADOBE PHOTOSHOP,Rp 1.000.001 - Rp 2.500.000,INFORMATIKA,DI DALAM NEGERI,TASIKMALAYA,23,488,informatika,tasikmalaya
2002-05-11,P,2022-01-17,TAMANSARI,SMK,TEKSTIL,2020.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,PRODUKSI BENANG,DI DALAM NEGERI,JAWA BARAT,19,489,produksi/operasional,jawa barat
1973-12-07,L,2022-01-17,TAMANSARI,SMA / LAINNYA,IPA,1991.0,FISIKA,Rp 2.500.001 - Rp 5.000.000,OPRATOR ,DI DALAM NEGERI,JAWABARAT,48,490,produksi/operasional,jawa
2001-01-30,L,2022-01-17,KAWALU,SMA / LAINNYA,IPS,2019.0,OLAHRAGA ,Rp 2.500.001 - Rp 5.000.000,OPERATOR,DI DALAM NEGERI,BANDUNG,20,491,produksi/operasional,bandung
2003-02-22,L,2022-01-17,CIBEUREUM,SMK,TEKNIK BISNIS SEPEDA MOTOR,2021.0,VOLLY PUTSAL BADMINTON,Rp 2.500.001 - Rp 5.000.000,SECURITY,DI DALAM NEGERI,KARAWANG,18,492,keamanan/perlindungan,karawang
1984-02-09,L,2022-01-17,INDIHIANG,SMK,TEKNIK MEKANIK OTOMOTIF,2003.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,TASIKMALAYA,37,493,,tasikmalaya
2003-01-31,P,2022-01-17,CIPEDES,SMK,KEPERAWATAN,2021.0,OLAHRAGA,> Rp 10.000.000,AKUNTANSI,DI DALAM NEGERI,JAWA BARAT,18,494,keuangan/akuntansi/perbankan,jawa barat
2000-08-28,P,2022-01-17,KAWALU,SMA / LAINNYA,IPS,2018.0,BACA,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,BANTEN,21,495,produksi/operasional,banten
2002-09-17,L,2022-01-17,BUNGURSARI,SMK,NKPI,2021.0,,Rp 2.500.001 - Rp 5.000.000,KARIAWAN,DI DALAM NEGERI,KARAWANG,19,496,pekerja umum,karawang
1999-06-05,P,2022-01-17,TAMANSARI,S1,KESEHATAN MASYARAKAT,2021.0,PUBLIC SPEAKING,Rp 2.500.001 - Rp 5.000.000,EPIDEMIOLOGI ,DI DALAM NEGERI,TASIKMALAYA,22,497,tenaga kesehatan (umum),tasikmalaya
2003-04-11,L,2022-01-18,TAMANSARI,SMK,TBSM,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,GURU,DI DALAM NEGERI,BANDUNG,18,498,pendidikan,bandung
2000-02-14,L,2022-01-18,CIPEDES,SMK,TEKNIK MESIN PRODUKSI,2018.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,KARAWANGBEKASI,21,499,produksi/operasional,bekasi
2000-02-14,L,2022-01-18,CIPEDES,SMK,TEKNIK MESIN PRODUKSI,2018.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,KARAWANGBEKASI,21,499,produksi/operasional,karawang
2000-10-12,P,2022-01-18,INDIHIANG,SMK,FARMASI,2019.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,BEKASI,21,500,produksi/operasional,bekasi
2001-05-20,L,2022-01-18,CIBEUREUM,SMK,TEKNIK ELEKTRONIKA,2020.0,,Rp 2.500.001 - Rp 5.000.000,STAFF,DI DALAM NEGERI,JAKARTA,20,501,staff,jakarta
1998-09-14,P,2022-01-18,TAWANG,S1,ILMU POLITIK,2021.0,PUBLIC SPEAKING,Rp 2.500.001 - Rp 5.000.000,BANKER,DI DALAM NEGERI,TASIKMALAYA,23,502,keuangan/akuntansi/perbankan,tasikmalaya
2000-08-20,P,2022-01-18,CIPEDES,SMK,TEKNIK KOMPUTER DAN JARINGAN,2019.0,MS OFFICE,Rp 1.000.001 - Rp 2.500.000,APA SAJA,DI DALAM NEGERI,JAWA BARAT,21,503,lain-lain,jawa barat
1977-05-12,L,2022-01-18,TAMANSARI,SMP / LAINNYA,64,1993.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,CHEF,DI LUAR NEGERI,ARAB SAUDI,44,504,tata boga/kuliner,lokasi tidak spesifik
2002-12-30,L,2022-01-18,TAMANSARI,SMK,TEKHNIK KENDARAAN RINGAN,2021.0,PUBLIC SPEAKING  MUDAH BERADAPTASI DENGAN TEKNOLOGI,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,TASIKMALAYA,19,505,produksi/operasional,tasikmalaya
2000-07-27,L,2022-01-18,INDIHIANG,SMA / LAINNYA,ILMU PENGETAHUAN ALAM ,2019.0,OLAHRAGA PUBLIC SPEAKING,0 - Rp 1.000.000,PROGRAMMER,DI DALAM NEGERI,TASIKMALAYA,21,506,it/software,tasikmalaya
2002-10-25,P,2022-01-18,KAWALU,SMK,AKUNTANSI,2021.0,NYANYI,Rp 2.500.001 - Rp 5.000.000,ADMINISTRASI,DI DALAM NEGERI,CIKARANG,19,507,administrasi/staf umum,cikarang
2002-12-16,L,2022-01-19,MANGKUBUMI,SMK,PEMASARAN,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,STAF,DI DALAM NEGERI,KOTA TASIKMALAYA,19,508,administrasi/staf umum,lokasi tidak spesifik
1999-01-30,L,2022-01-19,CIPEDES,SMK,TEKNIK KENDARAAN RINGAN,2016.0,OTOMOTIF,Rp 1.000.001 - Rp 2.500.000,MEKANIK,DI DALAM NEGERI,JAWA BARAT,22,509,teknisi/maintenance,jawa barat
2002-08-02,P,2022-01-19,TAWANG,SMK,BROADCASTING,2020.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,OPERATOR PRODUKSI,DI DALAM NEGERI,CIKARANG,19,510,produksi/operasional,cikarang
1995-04-19,L,2022-01-19,BUNGURSARI,S1,SISTEM INFORMASI,2019.0,OLAHRAGA,Rp 5.000.001 - Rp 10.000.000,ADMIN,DI DALAM NEGERI,CIKARANG,26,511,administrasi/staf umum,cikarang
2000-04-12,P,2022-01-19,MANGKUBUMI,SMA / LAINNYA,IPS ,2018.0,PUBLIK SPEAKING ,Rp 5.000.001 - Rp 10.000.000,ADMIN PRODUKSI,DI DALAM NEGERI,BEKASI,21,512,administrasi/staf umum,bekasi
1999-10-07,L,2022-01-19,INDIHIANG,SMA / LAINNYA,IPA,2017.0,MICROSOFT OFFICE ALAT UKUR TEKNIK,Rp 2.500.001 - Rp 5.000.000,OPERATOR,DI DALAM NEGERI,KABUPATEN BEKASI,22,513,produksi/operasional,kab. bekasi
1997-02-02,P,2022-01-19,CIHIDEUNG,S1,EKONOMI PEMBANGUNAN,2019.0,KOMPUTER,Rp 2.500.001 - Rp 5.000.000,ADMIN,DI DALAM NEGERI,TASIKMALAYA BANDUNG DAERAH JAWA BARAT,24,514,administrasi/staf umum,bandung
1997-02-02,P,2022-01-19,CIHIDEUNG,S1,EKONOMI PEMBANGUNAN,2019.0,KOMPUTER,Rp 2.500.001 - Rp 5.000.000,ADMIN,DI DALAM NEGERI,TASIKMALAYA BANDUNG DAERAH JAWA BARAT,24,514,administrasi/staf umum,jawa barat
1997-02-02,P,2022-01-19,CIHIDEUNG,S1,EKONOMI PEMBANGUNAN,2019.0,KOMPUTER,Rp 2.500.001 - Rp 5.000.000,ADMIN,DI DALAM NEGERI,TASIKMALAYA BANDUNG DAERAH JAWA BARAT,24,514,administrasi/staf umum,tasikmalaya
1995-11-30,P,2022-01-19,CIHIDEUNG,SMK,TEKSTIL,2014.0,TEKSTIL,Rp 1.000.001 - Rp 2.500.000,KARYAWA ,DI DALAM NEGERI,TASIKMALAYA,26,515,pekerja umum,tasikmalaya
1997-04-16,P,2022-01-19,CIBEUREUM,S1,ADMINISTRASI NEGARA,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,ADMIN,DI DALAM NEGERI,TASIKMALAYA,24,516,administrasi/staf umum,tasikmalaya
2003-05-23,L,2022-01-19,TAWANG,SMA / LAINNYA,OTOMATISASI DAN TATA KELOLA PERKANTORAN,2021.0,MUSIKFUTSAL,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,TASIKMALAYA,18,517,pekerja umum,tasikmalaya
2002-09-03,P,2022-01-20,KAWALU,SMK,TEKNIK KOMPUTER DAN JARINGAN,2021.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,KARYAWAN PABRIK,DI DALAM NEGERI,JAWA BARAT,19,518,pekerja umum,jawa barat
1973-11-23,L,2022-01-19,INDIHIANG,SMA / LAINNYA,AGAMA,1993.0,OLAH RAGA,0 - Rp 1.000.000,PELAUT,DI DALAM NEGERI,TASIKMALAYA,48,519,pelaut/kelautan,tasikmalaya
2000-02-06,L,2022-01-19,KAWALU,SMK,OTOMOTIF TKR  TEKNIK KENDARAAN RINGAN,2018.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI  ADMINISTRASI,DI DALAM NEGERI,JABODETABEK,21,520,administrasi/staf umum,jakarta
2000-02-06,L,2022-01-19,KAWALU,SMK,OTOMOTIF TKR  TEKNIK KENDARAAN RINGAN,2018.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI  ADMINISTRASI,DI DALAM NEGERI,JABODETABEK,21,520,administrasi/staf umum,bogor
2000-02-06,L,2022-01-19,KAWALU,SMK,OTOMOTIF TKR  TEKNIK KENDARAAN RINGAN,2018.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI  ADMINISTRASI,DI DALAM NEGERI,JABODETABEK,21,520,administrasi/staf umum,depok
2000-02-06,L,2022-01-19,KAWALU,SMK,OTOMOTIF TKR  TEKNIK KENDARAAN RINGAN,2018.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI  ADMINISTRASI,DI DALAM NEGERI,JABODETABEK,21,520,administrasi/staf umum,tangerang
2000-02-06,L,2022-01-19,KAWALU,SMK,OTOMOTIF TKR  TEKNIK KENDARAAN RINGAN,2018.0,FUTSAL,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI  ADMINISTRASI,DI DALAM NEGERI,JABODETABEK,21,520,administrasi/staf umum,bekasi
1999-12-15,P,2022-01-19,TAMANSARI,SMA / LAINNYA,IPA,2018.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,OPERATOR,DI DALAM NEGERI,JAWABARAT,22,521,produksi/operasional,jawa
1998-11-10,L,2022-01-20,CIHIDEUNG,S1,AGROTEKNOLOGI,2021.0,PROBLEM SOLVING TEAM WORK TEAM MANAGEMENT PUBLIC SPEAKING MICROSOFT OFFICE.,Rp 2.500.001 - Rp 5.000.000,PETUGAS LAPANG PERTANIAN ADMIN HUMAN RESOURCE PERSONALIA MANAGEMENT TRAINEE.,DI DALAM NEGERI,TASIKMALAYA BANDUNG CIKAMPEK BANYUMAS.,23,522,administrasi/staf umum,bandung
